,type,name,iso_country,iso_region,municipality,iata_code,coordinates
548,small_airport,Placid Lakes Airport,US,US-FL,Lake Placid,,"27.2455997467041, -81.41310119628906"
549,small_airport,Cheryl-Lane Landings Airport,US,US-FL,Bushnell,,"28.671100616455078, -82.0873031616211"
550,small_airport,Sunnybreeze Airport,US,US-FL,Arcadia,,"27.055599212646484, -81.97059631347656"
551,small_airport,Sunbelt Strip,US,US-GA,Moultrie,,"31.111299514770508, -83.68409729003906"
552,seaplane_base,International Falls Seaplane Base,US,US-MN,International Falls,,"48.60580062866211, -93.37079620361328"
553,small_airport,Skydive Iowa Airport,US,US-IA,Brooklyn,,"41.74580001831055, -92.4093017578125"
554,small_airport,Taylor Ranch Landing Area Airport,US,US-ID,Moscow,,"45.10390090942383, -114.8550033569336"
555,small_airport,Gibbons Field,US,US-IN,Valeene,,"38.44729995727539, -86.44499969482422"
556,closed,Silver Cross Hospital Heliport,US,US-IL,Joliet,,"41.536183, -88.052279"
557,small_airport,Gordon Airport,US,US-IN,Columbia City,,"41.12089920043945, -85.42500305175781"
558,heliport,Swedish American Heliport,US,US-IL,Rockford,,"42.26499938964844, -89.07430267333984"
559,small_airport,Coffman Airport,US,US-KS,Wellsville,,"38.707000732421875, -95.13829803466797"
560,heliport,Baptist Hospital East Heliport,US,US-KY,Louisville,,"38.23899841308594, -85.63939666748047"
561,heliport,Era Helicopters Fourchon Helibase Heliport,US,US-LA,Grand Isle,,"29.123300552368164, -90.20169830322266"
562,small_airport,Pine Hill Airport,US,US-IL,Capron,,"42.468101501464844, -88.74320220947266"
563,heliport,West Feliciana Sheriff's Office Heliport,US,US-LA,St Francisville,,"30.824399948120117, -91.38459777832031"
564,small_airport,Kallander Field,US,US-MA,Southborough,,"42.304298400878906, -71.50589752197266"
565,small_airport,Perrotti Skyranch Airfield,US,US-ME,Berwick,,"43.34080123901367, -70.85469818115234"
566,heliport,Michigan National Guard Headquarters Heliport,US,US-MI,Lansing,,"42.708099365234375, -84.56079864501953"
567,small_airport,W Johnson Field,US,US-MN,Hazel Run,,"44.779998779296875, -95.6635971069336"
568,small_airport,Hogue Farm Airport,US,US-MO,Willard,,"37.37839889526367, -93.36329650878906"
569,small_airport,Airhaven Airport,US,US-NY,Staatsburg,,"41.83259963989258, -73.8759994506836"
570,small_airport,William Irving Lewis Airport,US,US-NC,Broadway,,"35.32929992675781, -79.02999877929688"
571,small_airport,Summer Hill Farm Airport,US,US-NE,Bennington,,"41.33330154418945, -96.193603515625"
572,heliport,Stonebridge Farm Helistop,US,US-NJ,Somerville,,"40.65370178222656, -74.6865005493164"
573,small_airport,Dakota Air Ranch Airport,US,US-NC,Ramseur,,"35.650122, -79.650311"
574,heliport,Spring Lake Fire Department Heliport,US,US-NY,Kingston,,"41.92890167236328, -74.04889678955078"
575,small_airport,Ragtime Aerodrome,US,US-OK,Collinsville,,"36.35449981689453, -95.86389923095703"
576,heliport,Mid-Columbia Medical Center Heliport,US,US-OR,The Dalles,,"45.587235, -121.163827"
577,small_airport,Eagle Field,US,US-PA,Port Matilda,,"40.82699966430664, -77.98809814453125"
578,heliport,Hundley Residence Heliport,US,US-PA,Kintersville,,"40.5620002746582, -75.1427001953125"
579,small_airport,Sullivan Lake State Airport,US,US-WA,Metaline Falls,,"48.84090042114258, -117.28399658203125"
580,small_airport,Lazy G Bar Ranch Airport,US,US-TX,Decatur,,"33.282101, -97.497002"
581,small_airport,Running M Ranch Airport,US,US-TX,Glen Rose,,"32.26679992675781, -97.86699676513672"
582,heliport,Univ of Tennessee Medical Center Heliport,US,US-TN,Knoxville,,"35.94169998168945, -83.94400024414062"
583,small_airport,Pitcock Rosillos Mountain Ranch Airport,US,US-TX,Marathon,,"29.48240089416504, -103.16500091552734"
584,small_airport,Smokey Mtn Ranch Airport,US,US-TX,Sheffield,,"30.739099502563477, -102.02400207519531"
585,small_airport,Alum Ridge STOLport,US,US-VA,Floyd,,"36.97650146484375, -80.493896484375"
586,heliport,Augusta Medical Center Heliport,US,US-VA,Fishersville,,"38.09080123901367, -78.98500061035156"
587,heliport,South Capitol Street Heliport,US,US-DC,Washington,,"38.86869812011719, -77.00749969482422"
588,heliport,Holy Family Hospital Heliport,US,US-WA,Spokane,,"47.71039962768555, -117.40699768066406"
589,small_airport,Parkway Farm Strip,US,US-WI,Holmen,,"44.00360107421875, -91.30760192871094"
590,heliport,Baptist Medical Center Heliport,US,US-TX,San Antonio,,"29.433000564575195, -98.49220275878906"
591,seaplane_base,Wipline Seaplane Base,US,US-MN,Inver Grove Hgts,,"44.81660079956055, -93.0155029296875"
592,heliport,Big Salmon Heliport,US,US-AK,Haines,,"59.403055, -136.013611"
593,small_airport,Kalifonsky Meadows Airport,US,US-AK,Kenai,,"60.491537, -151.2352525"
594,small_airport,Pilot Station Airport,US,US-AK,Pilot Station,PQS,"61.934601, -162.899994"
595,small_airport,Scotts Airport,US,US-AK,North Pole,,"64.39250183105469, -146.86199951171875"
596,small_airport,Anderson Lake Airport,US,US-AK,Wasilla,,"61.61690139770508, -149.32200622558594"
597,small_airport,Yentna Bend Strip,US,US-AK,Willow,,"61.725556, -150.678611"
598,small_airport,Parker Lake Airport,US,US-AK,Montana Creek,,"62.0359001159668, -150.49400329589844"
599,small_airport,Young Creek Airport,US,US-AK,May Creek,,"61.355352, -142.731832"
600,small_airport,Victory Airport,US,US-AK,Victory Bible Camp,,"61.80339813232422, -147.94400024414062"
601,small_airport,Bradley Lake Hydroelectri Project Airstrip,US,US-AK,Homer,,"59.776100158691406, -150.95899963378906"
602,closed,Pollux Heliport,US,US-AK,North Pole,,"64.895835, -147.497501"
603,small_airport,Falcon Lake Strip,US,US-AK,Point Mackenzie,,"61.33259963989258, -150.0590057373047"
604,heliport,Huntsville Field,US,US-AL,Huntsville,,"34.68840026855469, -86.58889770507812"
605,small_airport,Resort Airport,US,US-AL,Foley,,"30.443899154663086, -87.65689849853516"
606,heliport,Clay County Hospital Heliport,US,US-AL,Ashland,,"33.275001525878906, -85.83329772949219"
607,heliport,Hospital Pad Heliport,US,US-AL,Evergreen,,"31.430599212646484, -86.94029998779297"
608,heliport,Dekalb Regional Medical Center Heliport,US,US-AL,Fort Payne,,"34.442141, -85.755793"
609,small_airport,Flomaton Airport,US,US-AL,Flomaton,,"31.03219985961914, -87.25279998779297"
610,heliport,D.W. Mcmillian Memorial Hospital Heliport,US,US-AL,Brewton,,"31.127199172973633, -87.07330322265625"
611,heliport,Gadsden Regl Medical Center Heliport,US,US-AL,Gadsden,,"34.00830078125, -85.96530151367188"
612,heliport,Brookwood Medical Center Heliport,US,US-AL,Birmingham,,"33.46390151977539, -86.77310180664062"
613,small_airport,Wilson Creek Airport,US,US-AL,Florence,,"34.849998474121094, -87.63249969482422"
614,heliport,Smh Heliport,US,US-AR,Springdale,,"36.18149948120117, -94.13710021972656"
615,small_airport,Hooterville South Airport,US,US-AR,Centerville,,"35.09469985961914, -93.2020034790039"
616,small_airport,Mission Field-Marotti Memorial Airport,US,US-AR,Crawfordsville,,"35.26679992675781, -90.35009765625"
617,closed,Taylor's Air Strip,US,US-AR,Deer,,"35.898998, -93.261001"
618,heliport,Ozarks Community Hospital Heliport,US,US-AR,Gravette,,"36.40929, -94.46005"
619,heliport,Rgnl Medical Center Heliport,US,US-AR,Jonesboro,,"35.83620071411133, -90.70179748535156"
620,heliport,Ami National Park Medical Center Heliport,US,US-AR,Hot Springs,,"34.48149871826172, -93.03099822998047"
621,small_airport,Yancopin Airport,US,US-AR,Watson,,"33.95009994506836, -91.18119812011719"
622,heliport,Howard Memorial Hospital Heliport,US,US-AR,Nashville,,"33.95009994506836, -93.85209655761719"
623,heliport,Eureka Springs Hospital Heliport,US,US-AR,Eureka Springs,,"36.40010070800781, -93.74349975585938"
624,heliport,Arizona Heart Hospital Heliport,US,US-AZ,Phoenix,,"33.481300354003906, -112.04000091552734"
625,small_airport,Taylor Field,US,US-AZ,Marana,,"32.300899505615234, -111.3239974975586"
626,small_airport,Western Sky Airport,US,US-AZ,Salome,,"33.778099060058594, -113.64199829101562"
627,small_airport,Flying Bucket Ranch Airport,US,US-AZ,Mobile,,"32.9822998046875, -112.28700256347656"
628,small_airport,Castle Well Airport,US,US-AZ,Morristown,,"33.86589813232422, -112.60299682617188"
629,heliport,St Joseph's Hospital Heliport,US,US-AZ,Phoenix,,"33.4817008972, -112.077003479"
630,heliport,Sunstate Heliport,US,US-AZ,Phoenix,,"33.44369888305664, -111.96299743652344"
631,small_airport,Brewer Airport,US,US-ME,Brewer,,"44.76369857788086, -68.7677993774414"
632,small_airport,Warren-Sugarbush Airport,US,US-VT,Warren,,"44.1166992188, -72.8271026611"
633,small_airport,Triple R Airport,US,US-MO,Dearborn,,"39.48780059814453, -94.78050231933594"
634,small_airport,Hinckley Airport,US,US-IL,Hinckley,,"41.77090072631836, -88.70339965820312"
635,small_airport,Canadian Lakes Airport,US,US-MI,Mecosta,,"43.57640075683594, -85.28060150146484"
636,small_airport,Grandpas' Farm Mendota Airport,US,US-IL,Mendota,,"41.521999, -89.132599"
637,small_airport,Cushing Field Ltd Airport,US,US-IL,Newark,,"41.519500732421875, -88.60559844970703"
638,heliport,Coach & Paddock Heliport,US,US-NJ,Clinton,,"40.63819885253906, -74.97570037841797"
639,closed,Drew Medical Center Heliport,US,US-CA,Los Angeles,,"33.923302, -118.241997"
640,closed,Northside Airpark,US,US-CA,Santa Maria,,"34.9883003235, -120.458000183"
641,heliport,Va Greater Los Angeles Health Care Center Heliport,US,US-CA,West Los Angeles,,"34.049198150634766, -118.45600128173828"
642,small_airport,Crawford Airport,US,US-CA,Santa Ynez,,"34.587501525878906, -120.01300048828125"
643,small_airport,Shepherd Ranch Airport,US,US-CA,Santa Ynez,,"34.62220001220703, -120.06500244140625"
644,small_airport,Hoffman Private Airport,US,US-CA,Santa Ysabel,,"33.14310073852539, -116.74500274658203"
645,small_airport,Emory Ranch Airport,US,US-CA,Ocotillo,,"32.7494444, -116.0161111"
646,heliport,Boeing Seal Beach (Rooftop) Heliport,US,US-CA,Seal Beach,,"33.7569999695, -118.087997437"
647,small_airport,Ward Ranch Airport,US,US-CA,Aguanga,,"33.4277992249, -116.843002319"
648,small_airport,Blech Ranch Airport,US,US-CA,Shandon,,"35.5950012207, -120.338996887"
649,heliport,Delta County Memorial Hospital Heliport,US,US-CO,Delta,,"38.745155, -108.047973"
650,heliport,Colorado Plains Medical Center Heliport,US,US-CO,Fort Morgan,,"40.2610917, -103.7963389"
651,small_airport,Foxx Valley Airport,US,US-CO,Yoder,,"38.652500152600005, -104.23400116"
652,heliport,Branch's Heliport,US,US-CO,Kersey,,"40.3479995728, -104.527999878"
653,heliport,Kauffman Heliport,US,US-CO,Denver,,"40.1463012695, -104.887001038"
654,small_airport,Pinon Canyon Airport,US,US-CO,Trinidad,,"37.490501403799996, -104.143997192"
655,heliport,Exempla Good Samaritan Heliport,US,US-CO,Lafayette,,"39.971698761, -105.084999084"
656,small_airport,Fox Hole Airport,US,US-CO,Lafayette,,"40.004699707, -105.071998596"
657,heliport,Prowers Medical Center Heliport,US,US-CO,Lamar,,"38.0710983276, -102.60900116"
658,heliport,Swedish S.W. Medical Heliport,US,US-CO,Littleton,,"39.603099823, -105.091003418"
659,small_airport,Yosemite Hidden Lake Ranch Airport,US,US-CA,Raymond,,"37.11800003049999, -119.913002014"
660,small_airport,Krey Field Airport,US,US-CA,Adelanto,,"34.5694007874, -117.555999756"
661,heliport,Parking Lot Heliport,US,US-CA,Chula Vista,,"32.593898773199996, -117.084999084"
662,small_airport,John Nichol's Field Airport,US,US-CA,Chula Vista,,"32.633098602299995, -116.892997742"
663,heliport,Glen Fed Heliport,US,US-CA,Glendale,,"34.1571998596, -118.254997253"
664,heliport,The Atrium Heliport,US,US-CA,Irvine,,"33.6706008911, -117.858001709"
665,small_airport,Bohunk's Airpark,US,US-CA,Lancaster,,"34.694698333699996, -118.282997131"
666,heliport,Good Samaritan Hospital Heliport,US,US-CA,Los Angeles,,"34.054901, -118.264967"
667,small_airport,Tera Ultralightport,US,US-CA,Ridgecrest,,"35.5913009644, -117.634002686"
668,heliport,Sce San Jacinto Valley Service Center Heliport,US,US-CA,Romoland,,"33.741100311299995, -117.151000977"
669,small_airport,Fiorini Ranch Airport,US,US-CA,Delhi,,"37.452178, -120.764758"
670,small_airport,Sutter Butte Dusters Airport,US,US-CA,Live Oak,,"39.228622, -121.688265"
671,heliport,Longmont United Hospital Heliport,US,US-CO,Longmont,,"40.178901672399995, -105.125999451"
672,small_airport,Dave's Airport,US,US-CO,Louisville,,"40.0332984924, -105.124000549"
673,small_airport,Crested Butte Airpark,US,US-CO,Crested Butte,CSE,"38.851918, -106.928341"
674,closed,Greggs Nr 1 Airport,US,US-CO,Bennett,,"39.8894, -104.544997"
675,heliport,Geo-Seis Helicopters Heliport,US,US-CO,Fort Collins,,"40.5899009705, -105.04599762"
676,small_airport,Chenoweth Airport,US,US-CO,Last Chance,,"39.8333015442, -103.589996338"
677,small_airport,Flying M & M Ranch Airport,US,US-CO,Norwood,,"38.2193984985, -108.212997437"
678,heliport,Century Helicopters Heliport,US,US-CO,Fort Collins,,"40.5854988098, -105.040000916"
679,small_airport,Cartwheel Airport,US,US-CO,Mead,,"40.2083015442, -105.013000488"
680,small_airport,Van Treese Airport,US,US-CO,Monte Vista,,"37.6582984924, -106.033996582"
681,heliport,Sharon Hospital Heliport,US,US-CT,Sharon,,"41.8811988831, -73.48100280759999"
682,heliport,Bristol-Myers Squibb Company Heliport,US,US-CT,Wallingford,,"41.484798431396484, -72.7562026977539"
683,heliport,Windham Hospital Heliport,US,US-CT,Willimantic,,"41.71699905395508, -72.22589874267578"
684,heliport,N B G H Heliport,US,US-CT,New Britain,,"41.661598205566406, -72.78790283203125"
685,heliport,Burke Heliport,US,US-CT,Prospect,,"41.50619888305664, -72.9397964477539"
686,heliport,St Francis Hospital Heliport,US,US-CT,Hartford,,"41.77450180053711, -72.6989974975586"
687,heliport,Middletown Heliport,US,US-CT,Middletown,,"41.5968017578125, -72.70449829101562"
688,heliport,Bridgeport Hospital Heliport,US,US-CT,Bridgeport,,"41.18840026855469, -73.16619873046875"
689,heliport,Danbury Hospital Heliport,US,US-CT,Danbury,,"41.405601501464844, -73.4447021484375"
690,heliport,Hartford Hospital Heliport,US,US-CT,Hartford,,"41.75450134277344, -72.67870330810547"
691,small_airport,Wilber Municipal Airport,US,US-NE,Wilber,,"40.474998474121094, -96.98780059814453"
692,small_airport,Ada Airport,US,US-OH,Ada,,"40.79059982299805, -83.8291015625"
693,small_airport,Air Park North,US,US-MI,Alba,,"44.958, -84.9587"
694,small_airport,Corydon Airport,US,US-IA,Corydon,,"40.75450134277344, -93.24130249023438"
695,heliport,Doral Resort & Country Club Heliport,US,US-FL,Miami,,"25.81290054321289, -80.33889770507812"
696,small_airport,Ott's Landing Airport,US,US-FL,Arcadia,,"27.3039, -81.880403"
697,heliport,Doctors Memorial Hospital #2 Heliport,US,US-FL,Perry,,"30.119753, -83.592732"
698,seaplane_base,Briley Farm Seaplane Base,US,US-FL,Oakland,,"28.5727778, -81.6286111"
699,small_airport,The 2A Ranch Airport,US,US-FL,Ormond Beach,,"29.2675, -81.230103"
700,heliport,Panhandle Helicopter Llc Heliport,US,US-FL,Panama City Beach,,"30.214099884, -85.8722000122"
701,heliport,Dolphin Stadium Heliport,US,US-FL,Miami,,"25.9599926383, -80.23700259630002"
702,small_airport,Dugger Field,US,US-FL,Freeport,,"30.496400833129883, -86.09380340576172"
703,heliport,Cloverleaf Farms Ii Inc. Heliport,US,US-FL,Reddick,,"29.3614006042, -82.2081985474"
704,small_airport,Breezy Knoll Airport,US,US-FL,Defuniak Springs,,"30.820199966430664, -86.34439849853516"
705,seaplane_base,Fulton Seaplane Base,US,US-FL,Sebastian,,"27.907499313354492, -80.48639678955078"
706,small_airport,Joy Farms Airport,US,US-FL,Defuniak Springs,,"30.652099609375, -86.1093978881836"
707,small_airport,Harper's Fly-In Ranch Airport,US,US-FL,Clewiston,,"26.730600357055664, -81.16390228271484"
708,small_airport,Thompson Airfield,US,US-FL,Branford,,"29.983299255371094, -82.83560180664062"
709,seaplane_base,Alligator Drink Seaplane Base,US,US-FL,Geneva,,"28.787799835205078, -81.16419982910156"
710,heliport,Old Town Ems Heliport,US,US-FL,Old Town,,"29.602800369262695, -82.98169708251953"
711,heliport,Jackson Heliport,US,US-FL,Alford,,"30.704999923706055, -85.37830352783203"
712,seaplane_base,Lake Conway South Seaplane Base,US,US-FL,Belle Isle,,"28.458599090576172, -81.34970092773438"
713,closed,Stanchester Airport,US,US-FL,Lithia,,"27.805901, -82.140098"
714,heliport,Wcpx Tv-6 Heliport,US,US-FL,Orlando,,"28.610300064086914, -81.41940307617188"
715,seaplane_base,Gary Gale Seaplane Base,US,US-FL,Jacksonville,,"30.193899154663086, -81.68190002441406"
716,small_airport,Mc Daniel Ranch Inc. Airport,US,US-FL,Clewiston,,"26.3938999176, -81.0231018066"
717,small_airport,North Buffalo Suburban Airport,US,US-NY,Lockport,,"43.103199, -78.7033"
718,seaplane_base,Grand Marais/Cook County Seaplane Base,US,US-MN,Grand Marais,,"47.8263, -90.3835"
719,small_airport,Halls Flying Ranch Airport,US,US-GA,Hampton,,"33.356201171875, -84.36710357666016"
720,small_airport,Mustang Field,US,US-GA,Hartwell,,"34.477901458740234, -82.89710235595703"
721,small_airport,"Airnautique, Inc. Airport",US,US-GA,Hartwell,,"34.377899169921875, -82.9457015991211"
722,small_airport,Ayresouth Airport,US,US-GA,Temple,,"33.77009963989258, -85.06079864501953"
723,small_airport,Paradise Falls Airport,US,US-GA,High Shoals,,"33.81290054321289, -83.50569915771484"
724,heliport,Big Canoe Heliport,US,US-GA,Jasper,,"34.45479965209961, -84.28910064697266"
725,small_airport,Sunset Strip,US,US-GA,Jersey,,"33.7333984375, -83.81880187988281"
726,small_airport,Hickory Level Airfield,US,US-GA,Temple,,"33.68339920043945, -84.9999008178711"
727,small_airport,Paso Fino Farm Airport,US,US-GA,Valdosta,,"30.887100219726562, -83.41600036621094"
728,small_airport,Roberta Industrial Park Airport,US,US-GA,Roberta,,"32.71390151977539, -84.02749633789062"
729,small_airport,Pinewood Airport,US,US-GA,Douglasville,,"33.782100677490234, -84.80079650878906"
730,small_airport,Crystal Lake Airpark,US,US-GA,Irwinville,,"31.66550064086914, -83.44709777832031"
731,small_airport,Lookout Mountain Airport,US,US-GA,Trenton,,"34.904701232910156, -85.45970153808594"
732,small_airport,Pecan Patch Airstrip,US,US-GA,Sunnyside,,"33.33140182495117, -84.2667007446289"
733,small_airport,Mountain Airpark,US,US-GA,Cleveland,,"34.561798095703125, -83.7135009765625"
734,small_airport,Carpenter Airport,US,US-GA,Appling,,"33.520301818847656, -82.37249755859375"
735,small_airport,Pegasus Ranch Airport,US,US-GA,Rocky Ford,,"32.69390106201172, -81.79859924316406"
736,small_airport,Kahoka Municipal Airport,US,US-MO,Kahoka,,"40.421600341796875, -91.706298828125"
737,small_airport,Brazil Clay County Airport,US,US-IN,Brazil,,"39.47669982910156, -87.09970092773438"
738,heliport,Knoxville Area Community Hospital Heliport,US,US-IA,Knoxville,,"41.316898345947266, -93.09600067138672"
739,heliport,St Anthony Regional Hospital Heliport,US,US-IA,Carroll,,"42.05830001831055, -94.86830139160156"
740,heliport,Audubon County Memorial Hospital Heliport,US,US-IA,Audubon,,"41.71549987792969, -94.9385986328125"
741,small_airport,Hawkeye Airport,US,US-IA,Waterloo,,"42.43470001220703, -92.3280029296875"
742,small_airport,Sharar Field,US,US-IA,Mediapolis,,"41.03340148925781, -91.05010223388672"
743,small_airport,Moore Private Airport,US,US-IA,Millerton,,"40.87220001220703, -93.26270294189453"
744,small_airport,Rinehart Airport,US,US-IA,Victor,,"41.659698486328125, -92.28990173339844"
745,heliport,Cromwell Heliport,US,US-IA,Cromwell,,"41.03889846801758, -94.46690368652344"
746,small_airport,Hannen Airport,US,US-IA,Center Point,,"42.22800064086914, -91.7509994506836"
747,heliport,Army Reserve Heliport,US,US-IA,Middleton,,"40.83340072631836, -91.30010223388672"
748,small_airport,South Fork Ranch Airport,US,US-ID,Featherville,,"43.60639953613281, -115.10700225830078"
749,small_airport,Ziggy's Airport,US,US-ID,Filer,,"42.64120101928711, -114.6050033569336"
750,small_airport,Flying Joseph Ranch Airport,US,US-ID,May,,"44.442901611299995, -113.773002625"
751,small_airport,Coyote Run Airport,US,US-ID,Mountain Home,,"43.075801849365234, -115.6729965209961"
752,small_airport,Black Butte Ranch Airport,US,US-ID,Shoshone,,"43.047698974609375, -114.47000122070312"
753,small_airport,Ez Lope Ranch Airport,US,US-ID,Oreana,,"43.0531005859375, -116.46199798583984"
754,heliport,Steele Memorial Heliport,US,US-ID,Salmon,,"45.173791, -113.891423"
755,small_airport,Z X Ranch Airport,US,US-ID,Murphy,,"43.230308, -116.763192"
756,small_airport,Pinnacle Airport,US,US-ID,Grangeville,,"45.775197, -116.178475"
757,small_airport,Corral Creek Airport,US,US-ID,Helmer,,"46.785278, -116.471131"
758,small_airport,Chuck's Airport,US,US-IN,Albany,,"40.2599983215332, -85.25330352783203"
759,small_airport,Unsicker Airport,US,US-IN,Bremen,,"40.4281005859375, -86.1532974243164"
760,small_airport,Creighton Airport,US,US-IN,Bremen,,"41.457298278808594, -86.12439727783203"
761,closed,Miller Strip,US,US-IN,Bunker Hill,,"40.6278, -86.037804"
762,small_airport,Marshall Field,US,US-IN,Chalmers,,"40.65950012207031, -86.8572006225586"
763,small_airport,Kropf Airport,US,US-IN,Goshen,,"41.64310073852539, -85.82969665527344"
764,small_airport,Frost Field,US,US-IN,Greenfield,,"39.79560089111328, -85.78610229492188"
765,small_airport,Sutton's Field,US,US-IN,Lowell,,"41.324798583984375, -87.47589874267578"
766,small_airport,Winters Airport,US,US-IN,Hall,,"39.53419876098633, -86.57720184326172"
767,heliport,Hamilton Memorial Hospital Heliport,US,US-IL,Mc Leansboro,,"38.086700439453125, -88.53890228271484"
768,heliport,Loyola University Medical Center Heliport,US,US-IL,Broadview,,"41.86090087890625, -87.8364028930664"
769,small_airport,Griffin Airport,US,US-IL,Alma,,"38.803056, -88.997778"
770,small_airport,Flying B Ranch Airport,US,US-IL,Danville,,"40.15700149536133, -87.67449951171875"
771,heliport,Good Samaritan Hospital Heliport,US,US-IL,Downers Grove,,"41.81890106201172, -88.00779724121094"
772,heliport,OSF St Luke Medical Center Heliport,US,US-IL,Kewanee,,"41.221865, -89.947788"
773,heliport,Kishwaukee Community Hospital Heliport,US,US-IL,De Kalb,,"41.9631004333, -88.717300415"
774,small_airport,Walter Airport,US,US-IL,De Kalb,,"41.872501373291016, -88.72370147705078"
775,small_airport,Jack W. Watson Airport,US,US-IL,De Kalb,,"41.854801177978516, -88.78730010986328"
776,small_airport,Snider Field,US,US-IN,Decker,,"38.5, -87.59590148925781"
777,small_airport,The Lazy K Airport,US,US-IN,Tocsin,,"40.82780075073242, -85.08609771728516"
778,small_airport,Graves Landing Strip,US,US-IN,Winamac,,"41.11669921875, -86.66670227050781"
779,small_airport,Air Park Field,US,US-IN,Woodburn,,"41.12779998779297, -84.94719696044922"
780,small_airport,Byrne Field,US,US-IN,Byrneville,,"38.32899856567383, -86.03359985351562"
781,closed,Roto-Whirl/Holiday Heliport,US,US-IN,Indianapolis,,"39.922501, -86.226097"
782,closed,Roto-Whirl/Vantage Heliport,US,US-IN,Indianapolis,,"39.837299, -86.118597"
783,small_airport,Parrish Airport,US,US-IN,Mount Vernon,,"37.993099212646484, -87.95140075683594"
784,heliport,Trinity Medical Center West Heliport,US,US-IL,Rock Island,,"41.48109817504883, -90.57140350341797"
785,heliport,Evanston/Glenbrook Heliport,US,US-IL,Glenview,,"42.093101501464844, -87.85260009765625"
786,small_airport,Cady Aerial RLA Restricted Landing Area,US,US-IL,Deer Grove,,"41.660800933800004, -89.69360351559999"
787,small_airport,Dawson Farms Airport,US,US-IL,Lovington,,"39.76250076293945, -88.67150115966797"
788,heliport,Dongola Heliport,US,US-IL,Dongola,,"37.3656005859375, -89.1635971069336"
789,heliport,Blessing Hospital At 11th St Heliport,US,US-IL,Quincy,,"39.9364013672, -91.3990020752"
790,heliport,Bernardin Heliport,US,US-IL,West Brooklyn,,"41.70840072631836, -89.2029037475586"
791,small_airport,Abbeville Municipal Airport,US,US-AL,Abbeville,,"31.600200653076172, -85.23880004882812"
792,small_airport,Flying Ten Airport,US,US-FL,Archer,,"29.618000030517578, -82.50869750976562"
793,small_airport,Dobie's Airport,US,US-OK,Inola,,"36.178496, -95.580468"
794,small_airport,J V Ranch Airport,US,US-KS,Osage City,,"38.63330078125, -95.92530059814453"
795,closed,Kellie Mann Airfield,US,US-KS,Ottawa,,"38.560001, -95.309097"
796,small_airport,Camp Chippewa Airport,US,US-KS,Ottawa,,"38.56669998168945, -95.36689758300781"
797,small_airport,Norris Airport,US,US-KS,Lawrence,,"38.807239, -95.370056"
798,small_airport,Kendrigan Airport,US,US-KS,Peck,,"37.45220184326172, -97.31780242919922"
799,small_airport,Mono Aircraft Airport,US,US-KS,Cheney,,"37.69279861450195, -97.88639831542969"
800,small_airport,Pearce Field,US,US-KS,Parsons,,"37.38249969482422, -95.37470245361328"
801,small_airport,Lmn 120 Airport,US,US-KS,Douglas,,"37.515899658203125, -96.9197998046875"
802,small_airport,Owen Air Park,US,US-KY,Owenton,,"38.622798919677734, -84.77890014648438"
803,small_airport,Arnemann Farms Airport,US,US-KY,Franklin,,"36.76559829711914, -86.61830139160156"
804,heliport,Mgt Station 2105 Heliport,US,US-KY,Hartford,,"37.50559997558594, -86.8375015258789"
805,closed,Tennessee Gas Heliport,US,US-KY,Load,,"38.561404, -83.952795"
806,small_airport,Cambron Field,US,US-KY,Owensboro,,"37.56439971923828, -87.08190155029297"
807,small_airport,Falin Landing Strip,US,US-KY,Bowling Green,,"36.8125, -86.375"
808,heliport,Tennessee Gas Heliport,US,US-KY,Burnaugh,,"38.2682991027832, -82.57749938964844"
809,small_airport,Clinton-Hickman County Airport,US,US-KY,Clinton,,"36.63610076904297, -88.99859619140625"
810,closed,Sky Airport,US,US-KY,Manchester,,"37.117199, -83.736099"
811,heliport,Pine Mountain Aero Heliport,US,US-KY,Whitesburg,,"37.11360168457031, -82.80359649658203"
812,small_airport,Lida Junction Airport,US,US-NV,Goldfield,,"37.485801696777344, -117.19100189208984"
813,small_airport,Goldfield Airport,US,US-NV,Goldfield,,"37.722751, -117.236368"
814,heliport,Winn Parish Medical Center Heliport,US,US-LA,Winnfield,,"31.923200607299805, -92.64569854736328"
815,heliport,West Hackberry Heliport,US,US-LA,Hackberry,,"30.008499145507812, -93.40019989013672"
816,small_airport,Double H Ranch Airport,US,US-LA,Gonzales,,"30.229400634765625, -90.97339630126953"
817,small_airport,Don Babin-Private Airport,US,US-LA,Gonzales,,"30.277999877929688, -90.96320343017578"
818,small_airport,Belcher Airpatch Airport,US,US-LA,Belcher,,"32.749298095703125, -93.87349700927734"
819,heliport,North Caddo Medical Center Heliport,US,US-LA,Vivian,,"32.86410140991211, -93.98899841308594"
820,heliport,Conoco Inc Heliport,US,US-LA,Grand Isle,,"29.257999420166016, -89.96369934082031"
821,closed,Freeport Sulphur Heliport,US,US-LA,Grand Isle,,"29.2586, -89.959198"
822,heliport,Exxon Heliport,US,US-LA,Grand Isle,,"29.255800247192383, -89.96759796142578"
823,heliport,Jackson Parish Hospital Heliport,US,US-LA,Jonesboro,,"32.25170135498047, -92.71279907226562"
824,small_airport,Rebel Field,US,US-LA,Watson,,"30.586299896240234, -90.86150360107422"
825,small_airport,Kaufield Airport,US,US-IL,Belvidere,,"42.26470184326172, -88.7300033569336"
